  7.0000000000000000e+002  1.5000000000000000e+002
  7.5000000000000000e+002  1.5000000000000000e+002
  8.0000000000000000e+002  1.5000000000000000e+002
  8.5000000000000000e+002  1.5000000000000000e+002
  9.0000000000000000e+002  1.5000000000000000e+002
  9.5000000000000000e+002  1.5000000000000000e+002
  1.0000000000000000e+003  1.5000000000000000e+002
  1.0500000000000000e+003  1.5000000000000000e+002
  1.1000000000000000e+003  1.5000000000000000e+002
  1.1500000000000000e+003  1.5000000000000000e+002
  1.2000000000000000e+003  1.5000000000000000e+002
  1.2500000000000000e+003  1.5000000000000000e+002
  1.3000000000000000e+003  1.5000000000000000e+002
  1.3500000000000000e+003  1.5000000000000000e+002
  1.4000000000000000e+003  1.5000000000000000e+002
  1.4500000000000000e+003  1.5000000000000000e+002
  1.5000000000000000e+003  1.5000000000000000e+002
  1.5500000000000000e+003  1.5000000000000000e+002
  1.6000000000000000e+003  1.5000000000000000e+002
  1.6500000000000000e+003  1.5000000000000000e+002
  1.7000000000000000e+003  1.5000000000000000e+002
  1.7500000000000000e+003  1.5000000000000000e+002
  1.8000000000000000e+003  1.5000000000000000e+002
  1.8500000000000000e+003  1.5000000000000000e+002
  1.9000000000000000e+003  1.5000000000000000e+002
  1.9500000000000000e+003  1.5000000000000000e+002
  2.0000000000000000e+003  1.5000000000000000e+002
  0.0000000000000000e+000  2.0000000000000000e+002
  5.0000000000000000e+001  2.0000000000000000e+002
  1.0000000000000000e+002  2.0000000000000000e+002
  1.5000000000000000e+002  2.0000000000000000e+002
  2.0000000000000000e+002  2.0000000000000000e+002
  2.5000000000000000e+002  2.0000000000000000e+002
  3.0000000000000000e+002  2.0000000000000000e+002
  3.5000000000000000e+002  2.0000000000000000e+002
  4.0000000000000000e+002  2.0000000000000000e+002
  4.5000000000000000e+002  2.0000000000000000e+002
  5.0000000000000000e+002  2.0000000000000000e+002
  5.5000000000000000e+002  2.0000000000000000e+002
  6.0000000000000000e+002  2.0000000000000000e+002
  6.5000000000000000e+002  2.0000000000000000e+002
  7.0000000000000000e+002  2.0000000000000000e+002
  7.5000000000000000e+002  2.0000000000000000e+002
  8.0000000000000000e+002  2.0000000000000000e+002
  8.5000000000000000e+002  2.0000000000000000e+002
  9.0000000000000000e+002  2.0000000000000000e+002
  9.5000000000000000e+002  2.0000000000000000e+002
  1.0000000000000000e+003  2.0000000000000000e+002
  1.0500000000000000e+003  2.0000000000000000e+002
  1.1000000000000000e+003  2.0000000000000000e+002
  1.1500000000000000e+003  2.0000000000000000e+002
  1.2000000000000000e+003  2.0000000000000000e+002
  1.2500000000000000e+003  2.0000000000000000e+002
  1.3000000000000000e+003  2.0000000000000000e+002
  1.3500000000000000e+003  2.0000000000000000e+002
  1.4000000000000000e+003  2.0000000000000000e+002
  1.4500000000000000e+003  2.0000000000000000e+002
  1.5000000000000000e+003  2.0000000000000000e+002
  1.5500000000000000e+003  2.0000000000000000e+002
  1.6000000000000000e+003  2.0000000000000000e+002
  1.6500000000000000e+003  2.0000000000000000e+002
  1.7000000000000000e+003  2.0000000000000000e+002
  1.7500000000000000e+003  2.0000000000000000e+002
  1.8000000000000000e+003  2.0000000000000000e+002
  1.8500000000000000e+003  2.0000000000000000e+002
  1.9000000000000000e+003  2.0000000000000000e+002
  1.9500000000000000e+003  2.0000000000000000e+002
  2.0000000000000000e+003  2.0000000000000000e+002
  0.0000000000000000e+000  2.5000000000000000e+002
  5.0000000000000000e+001  2.5000000000000000e+002
  1.0000000000000000e+002  2.5000000000000000e+002
  1.5000000000000000e+002  2.5000000000000000e+002
  2.0000000000000000e+002  2.5000000000000000e+002
  2.5000000000000000e+002  2.5000000000000000e+002
  3.0000000000000000e+002  2.5000000000000000e+002
  3.5000000000000000e+002  2.5000000000000000e+002
  4.0000000000000000e+002  2.5000000000000000e+002
  4.5000000000000000e+002  2.5000000000000000e+002
  5.0000000000000000e+002  2.5000000000000000e+002
  5.5000000000000000e+002  2.5000000000000000e+002
  6.0000000000000000e+002  2.5000000000000000e+002
  6.5000000000000000e+002  2.5000000000000000e+002
  7.0000000000000000e+002  2.5000000000000000e+002
  7.5000000000000000e+002  2.5000000000000000e+002
  8.0000000000000000e+002  2.5000000000000000e+002
  8.5000000000000000e+002  2.5000000000000000e+002
  9.0000000000000000e+002  2.5000000000000000e+002
  9.5000000000000000e+002  2.5000000000000000e+002
  1.0000000000000000e+003  2.5000000000000000e+002
  1.0500000000000000e+003  2.5000000000000000e+002
  1.1000000000000000e+003  2.5000000000000000e+002
  1.1500000000000000e+003  2.5000000000000000e+002
  1.2000000000000000e+003  2.5000000000000000e+002
  1.2500000000000000e+003  2.5000000000000000e+002
  1.3000000000000000e+003  2.5000000000000000e+002
  1.3500000000000000e+003  2.5000000000000000e+002
  1.4000000000000000e+003  2.5000000000000000e+002
  1.4500000000000000e+003  2.5000000000000000e+002
  1.5000000000000000e+003  2.5000000000000000e+002
  1.5500000000000000e+003  2.5000000000000000e+002
  1.6000000000000000e+003  2.5000000000000000e+002
  1.6500000000000000e+003  2.5000000000000000e+002
  1.7000000000000000e+003  2.5000000000000000e+002
  1.7500000000000000e+003  2.5000000000000000e+002
  1.8000000000000000e+003  2.5000000000000000e+002
  1.8500000000000000e+003  2.5000000000000000e+002
  1.9000000000000000e+003  2.5000000000000000e+002
  1.9500000000000000e+003  2.5000000000000000e+002
  2.0000000000000000e+003  2.5000000000000000e+002
  0.0000000000000000e+000  3.0000000000000000e+002
  5.0000000000000000e+001  3.0000000000000000e+002
  1.0000000000000000e+002  3.0000000000000000e+002
  1.5000000000000000e+002  3.0000000000000000e+002
  2.0000000000000000e+002  3.0000000000000000e+002
  2.5000000000000000e+002  3.0000000000000000e+002
  3.0000000000000000e+002  3.0000000000000000e+002
  3.5000000000000000e+002  3.0000000000000000e+002
  4.0000000000000000e+002  3.0000000000000000e+002
  4.5000000000000000e+002  3.0000000000000000e+002
  5.0000000000000000e+002  3.0000000000000000e+002
  5.5000000000000000e+002  3.0000000000000000e+002
  6.0000000000000000e+002  3.0000000000000000e+002
  6.5000000000000000e+002  3.0000000000000000e+002
  7.0000000000000000e+002  3.0000000000000000e+002
  7.5000000000000000e+002  3.0000000000000000e+002
  8.0000000000000000e+002  3.0000000000000000e+002
  8.5000000000000000e+002  3.0000000000000000e+002
  9.0000000000000000e+002  3.0000000000000000e+002
  9.5000000000000000e+002  3.0000000000000000e+002
  1.0000000000000000e+003  3.0000000000000000e+002
  1.0500000000000000e+003  3.0000000000000000e+002
  1.1000000000000000e+003  3.0000000000000000e+002
  1.1500000000000000e+003  3.0000000000000000e+002
  1.2000000000000000e+003  3.0000000000000000e+002
  1.2500000000000000e+003  3.0000000000000000e+002
  1.3000000000000000e+003  3.0000000000000000e+002
  1.3500000000000000e+003  3.0000000000000000e+002
  1.4000000000000000e+003  3.0000000000000000e+002
  1.4500000000000000e+003  3.0000000000000000e+002
  1.5000000000000000e+003  3.0000000000000000e+002
  1.5500000000000000e+003  3.0000000000000000e+002
  1.6000000000000000e+003  3.0000000000000000e+002
  1.6500000000000000e+003  3.0000000000000000e+002
  1.7000000000000000e+003  3.0000000000000000e+002
  1.7500000000000000e+003  3.0000000000000000e+002
  1.8000000000000000e+003  3.0000000000000000e+002
  1.8500000000000000e+003  3.0000000000000000e+002
  1.9000000000000000e+003  3.0000000000000000e+002
  1.9500000000000000e+003  3.0000000000000000e+002
  2.0000000000000000e+003  3.0000000000000000e+002
  0.0000000000000000e+000  3.5000000000000000e+002
  5.0000000000000000e+001  3.5000000000000000e+002
  1.0000000000000000e+002  3.5000000000000000e+002
  1.5000000000000000e+002  3.5000000000000000e+002
  2.0000000000000000e+002  3.5000000000000000e+002
  2.5000000000000000e+002  3.5000000000000000e+002
  3.0000000000000000e+002  3.5000000000000000e+002
  3.5000000000000000e+002  3.5000000000000000e+002
  4.0000000000000000e+002  3.5000000000000000e+002
  4.5000000000000000e+002  3.5000000000000000e+002
  5.0000000000000000e+002  3.5000000000000000e+002
  5.5000000000000000e+002  3.5000000000000000e+002
  6.0000000000000000e+002  3.5000000000000000e+002
  6.5000000000000000e+002  3.5000000000000000e+002
  7.0000000000000000e+002  3.5000000000000000e+002
  7.5000000000000000e+002  3.5000000000000000e+002
  8.0000000000000000e+002  3.5000000000000000e+002
  8.5000000000000000e+002  3.5000000000000000e+002
  9.0000000000000000e+002  3.5000000000000000e+002
  9.5000000000000000e+002  3.5000000000000000e+002
  1.0000000000000000e+003  3.5000000000000000e+002
  1.0500000000000000e+003  3.5000000000000000e+002
  1.1000000000000000e+003  3.5000000000000000e+002
  1.1500000000000000e+003  3.5000000000000000e+002
  1.2000000000000000e+003  3.5000000000000000e+002
  1.2500000000000000e+003  3.5000000000000000e+002
  1.3000000000000000e+003  3.5000000000000000e+002
  1.3500000000000000e+003  3.5000000000000000e+002
  1.4000000000000000e+003  3.5000000000000000e+002
  1.4500000000000000e+003  3.5000000000000000e+002
  1.5000000000000000e+003  3.5000000000000000e+002
  1.5500000000000000e+003  3.5000000000000000e+002
  1.6000000000000000e+003  3.5000000000000000e+002
  1.6500000000000000e+003  3.5000000000000000e+002
  1.7000000000000000e+003  3.5000000000000000e+002
  1.7500000000000000e+003  3.5000000000000000e+002
  1.8000000000000000e+003  3.5000000000000000e+002
  1.8500000000000000e+003  3.5000000000000000e+002
  1.9000000000000000e+003  3.5000000000000000e+002
  1.9500000000000000e+003  3.5000000000000000e+002
  2.0000000000000000e+003  3.5000000000000000e+002
  0.0000000000000000e+000  4.0000000000000000e+002
  5.0000000000000000e+001  4.0000000000000000e+002
  1.0000000000000000e+002  4.0000000000000000e+002
  1.5000000000000000e+002  4.0000000000000000e+002
  2.0000000000000000e+002  4.0000000000000000e+002
  2.5000000000000000e+002  4.0000000000000000e+002
  3.0000000000000000e+002  4.0000000000000000e+002
  3.5000000000000000e+002  4.0000000000000000e+002
  4.0000000000000000e+002  4.0000000000000000e+002
  4.5000000000000000e+002  4.0000000000000000e+002
  5.0000000000000000e+002  4.0000000000000000e+002
  5.5000000000000000e+002  4.0000000000000000e+002
  6.0000000000000000e+002  4.0000000000000000e+002
  6.5000000000000000e+002  4.0000000000000000e+002
  7.0000000000000000e+002  4.0000000000000000e+002
  7.5000000000000000e+002  4.0000000000000000e+002
  8.0000000000000000e+002  4.0000000000000000e+002
  8.5000000000000000e+002  4.0000000000000000e+002
  9.0000000000000000e+002  4.0000000000000000e+002
  9.5000000000000000e+002  4.0000000000000000e+002
  1.0000000000000000e+003  4.0000000000000000e+002
  1.0500000000000000e+003  4.0000000000000000e+002
  1.1000000000000000e+003  4.0000000000000000e+002
  1.1500000000000000e+003  4.0000000000000000e+002
  1.2000000000000000e+003  4.0000000000000000e+002
  1.2500000000000000e+003  4.0000000000000000e+002
  1.3000000000000000e+003  4.0000000000000000e+002
  1.3500000000000000e+003  4.0000000000000000e+002
  1.4000000000000000e+003  4.0000000000000000e+002
  1.4500000000000000e+003  4.0000000000000000e+002
  1.5000000000000000e+003  4.0000000000000000e+002
  1.5500000000000000e+003  4.0000000000000000e+002
  1.6000000000000000e+003  4.0000000000000000e+002
  1.6500000000000000e+003  4.0000000000000000e+002
  1.7000000000000000e+003  4.0000000000000000e+002
  1.7500000000000000e+003  4.0000000000000000e+002
  1.8000000000000000e+003  4.0000000000000000e+002
  1.8500000000000000e+003  4.0000000000000000e+002
  1.9000000000000000e+003  4.0000000000000000e+002
  1.9500000000000000e+003  4.0000000000000000e+002
  2.0000000000000000e+003  4.0000000000000000e+002
  0.0000000000000000e+000  4.5000000000000000e+002
  5.0000000000000000e+001  4.5000000000000000e+002
  1.0000000000000000e+002  4.5000000000000000e+002
  1.5000000000000000e+002  4.5000000000000000e+002
  2.0000000000000000e+002  4.5000000000000000e+002
  2.5000000000000000e+002  4.5000000000000000e+002
  3.0000000000000000e+002  4.5000000000000000e+002
  3.5000000000000000e+002  4.5000000000000000e+002
  4.0000000000000000e+002  4.5000000000000000e+002
  4.5000000000000000e+002  4.5000000000000000e+002
  5.0000000000000000e+002  4.5000000000000000e+002
  5.5000000000000000e+002  4.5000000000000000e+002
  6.0000000000000000e+002  4.5000000000000000e+002
  6.5000000000000000e+002  4.5000000000000000e+002
  7.0000000000000000e+002  4.5000000000000000e+002
  7.5000000000000000e+002  4.5000000000000000e+002
  8.0000000000000000e+002  4.5000000000000000e+002
  8.5000000000000000e+002  4.5000000000000000e+002
  9.0000000000000000e+002  4.5000000000000000e+002
  9.5000000000000000e+002  4.5000000000000000e+002
  1.0000000000000000e+003  4.5000000000000000e+002
  1.0500000000000000e+003  4.5000000000000000e+002
  1.1000000000000000e+003  4.5000000000000000e+002
  1.1500000000000000e+003  4.5000000000000000e+002
  1.2000000000000000e+003  4.5000000000000000e+002
  1.2500000000000000e+003  4.5000000000000000e+002
  1.3000000000000000e+003  4.5000000000000000e+002
  1.3500000000000000e+003  4.5000000000000000e+002
  1.4000000000000000e+003  4.5000000000000000e+002
  1.4500000000000000e+003  4.5000000000000000e+002
  1.5000000000000000e+003  4.5000000000000000e+002
  1.5500000000000000e+003  4.5000000000000000e+002
  1.6000000000000000e+003  4.5000000000000000e+002
  1.6500000000000000e+003  4.5000000000000000e+002
  1.7000000000000000e+003  4.5000000000000000e+002
  1.7500000000000000e+003  4.5000000000000000e+002
  1.8000000000000000e+003  4.5000000000000000e+002
  1.8500000000000000e+003  4.5000000000000000e+002
  1.9000000000000000e+003  4.5000000000000000e+002
  1.9500000000000000e+003  4.5000000000000000e+002
  2.0000000000000000e+003  4.5000000000000000e+002
  0.0000000000000000e+000  5.0000000000000000e+002
  5.0000000000000000e+001  5.0000000000000000e+002
  1.0000000000000000e+002  5.0000000000000000e+002
  1.5000000000000000e+002  5.0000000000000000e+002
  2.0000000000000000e+002  5.0000000000000000e+002
  2.5000000000000000e+002  5.0000000000000000e+002
  3.0000000000000000e+002  5.0000000000000000e+002
  3.5000000000000000e+002  5.0000000000000000e+002
  4.0000000000000000e+002  5.0000000000000000e+002
  4.5000000000000000e+002  5.0000000000000000e+002
  5.0000000000000000e+002  5.0000000000000000e+002
  5.5000000000000000e+002  5.0000000000000000e+002
  6.0000000000000000e+002  5.0000000000000000e+002
  6.5000000000000000e+002  5.0000000000000000e+002
  7.0000000000000000e+002  5.0000000000000000e+002
  7.5000000000000000e+002  5.0000000000000000e+002
  8.0000000000000000e+002  5.0000000000000000e+002
  8.5000000000000000e+002  5.0000000000000000e+002
  9.0000000000000000e+002  5.0000000000000000e+002
  9.5000000000000000e+002  5.0000000000000000e+002
  1.0000000000000000e+003  5.0000000000000000e+002
  1.0500000000000000e+003  5.0000000000000000e+002
  1.1000000000000000e+003  5.0000000000000000e+002
  1.1500000000000000e+003  5.0000000000000000e+002
  1.2000000000000000e+003  5.0000000000000000e+002
  1.2500000000000000e+003  5.0000000000000000e+002
  1.3000000000000000e+003  5.0000000000000000e+002
  1.3500000000000000e+003  5.0000000000000000e+002
  1.4000000000000000e+003  5.0000000000000000e+002
  1.4500000000000000e+003  5.0000000000000000e+002
  1.5000000000000000e+003  5.0000000000000000e+002
  1.5500000000000000e+003  5.0000000000000000e+002
  1.6000000000000000e+003  5.0000000000000000e+002
  1.6500000000000000e+003  5.0000000000000000e+002
  1.7000000000000000e+003  5.0000000000000000e+002
  1.7500000000000000e+003  5.0000000000000000e+002
  1.8000000000000000e+003  5.0000000000000000e+002
  1.8500000000000000e+003  5.0000000000000000e+002
  1.9000000000000000e+003  5.0000000000000000e+002
  1.9500000000000000e+003  5.0000000000000000e+002
  2.0000000000000000e+003  5.0000000000000000e+002
  0.0000000000000000e+000  5.5000000000000000e+002
  5.0000000000000000e+001  5.5000000000000000e+002
  1.0000000000000000e+002  5.5000000000000000e+002
  1.5000000000000000e+002  5.5000000000000000e+002
  2.0000000000000000e+002  5.5000000000000000e+002
  2.5000000000000000e+002  5.5000000000000000e+002
  3.0000000000000000e+002  5.5000000000000000e+002
  3.5000000000000000e+002  5.5000000000000000e+002
  4.0000000000000000e+002  5.5000000000000000e+002
  4.5000000000000000e+002  5.5000000000000000e+002
  5.0000000000000000e+002  5.5000000000000000e+002
  5.5000000000000000e+002  5.5000000000000000e+002
  6.0000000000000000e+002  5.5000000000000000e+002
  6.5000000000000000e+002  5.5000000000000000e+002
  7.0000000000000000e+002  5.5000000000000000e+002
  7.5000000000000000e+002  5.5000000000000000e+002
  8.0000000000000000e+002  5.5000000000000000e+002
  8.5000000000000000e+002  5.5000000000000000e+002
  9.0000000000000000e+002  5.5000000000000000e+002
  9.5000000000000000e+002  5.5000000000000000e+002
  1.0000000000000000e+003  5.5000000000000000e+002
  1.0500000000000000e+003  5.5000000000000000e+002
  1.1000000000000000e+003  5.5000000000000000e+002
  1.1500000000000000e+003  5.5000000000000000e+002
  1.2000000000000000e+003  5.5000000000000000e+002
  1.2500000000000000e+003  5.5000000000000000e+002
  1.3000000000000000e+003  5.5000000000000000e+002
  1.3500000000000000e+003  5.5000000000000000e+002
  1.4000000000000000e+003  5.5000000000000000e+002
  1.4500000000000000e+003  5.5000000000000000e+002
  1.5000000000000000e+003  5.5000000000000000e+002
  1.5500000000000000e+003  5.5000000000000000e+002
  1.6000000000000000e+003  5.5000000000000000e+002
  1.6500000000000000e+003  5.5000000000000000e+002
  1.7000000000000000e+003  5.5000000000000000e+002
  1.7500000000000000e+003  5.5000000000000000e+002
  1.8000000000000000e+003  5.5000000000000000e+002
  1.8500000000000000e+003  5.5000000000000000e+002
  1.9000000000000000e+003  5.5000000000000000e+002
  1.9500000000000000e+003  5.5000000000000000e+002
  2.0000000000000000e+003  5.5000000000000000e+002
  0.0000000000000000e+000  6.0000000000000000e+002
  5.0000000000000000e+001  6.0000000000000000e+002
  1.0000000000000000e+002  6.0000000000000000e+002
  1.5000000000000000e+002  6.0000000000000000e+002
  2.0000000000000000e+002  6.0000000000000000e+002
  2.5000000000000000e+002  6.0000000000000000e+002
  3.0000000000000000e+002  6.0000000000000000e+002
  3.5000000000000000e+002  6.0000000000000000e+002
  4.0000000000000000e+002  6.0000000000000000e+002
  4.5000000000000000e+002  6.0000000000000000e+002
  5.0000000000000000e+002  6.0000000000000000e+002
  5.5000000000000000e+002  6.0000000000000000e+002
  6.0000000000000000e+002  6.0000000000000000e+002
  6.5000000000000000e+002  6.0000000000000000e+002
  7.0000000000000000e+002  6.0000000000000000e+002
  7.5000000000000000e+002  6.0000000000000000e+002
  8.0000000000000000e+002  6.0000000000000000e+002
  8.5000000000000000e+002  6.0000000000000000e+002
  9.0000000000000000e+002  6.0000000000000000e+002
  9.5000000000000000e+002  6.0000000000000000e+002
  1.0000000000000000e+003  6.0000000000000000e+002
  1.0500000000000000e+003  6.0000000000000000e+002
  1.1000000000000000e+003  6.0000000000000000e+002
  1.1500000000000000e+003  6.0000000000000000e+002
  1.2000000000000000e+003  6.0000000000000000e+002
  1.2500000000000000e+003  6.0000000000000000e+002
  1.3000000000000000e+003  6.0000000000000000e+002
  1.3500000000000000e+003  6.0000000000000000e+002
  1.4000000000000000e+003  6.0000000000000000e+002
  1.4500000000000000e+003  6.0000000000000000e+002
  1.5000000000000000e+003  6.0000000000000000e+002
  1.5500000000000000e+003  6.0000000000000000e+002
  1.6000000000000000e+003  6.0000000000000000e+002
  1.6500000000000000e+003  6.0000000000000000e+002
  1.7000000000000000e+003  6.0000000000000000e+002
  1.7500000000000000e+003  6.0000000000000000e+002
  1.8000000000000000e+003  6.0000000000000000e+002
  1.8500000000000000e+003  6.0000000000000000e+002
  1.9000000000000000e+003  6.0000000000000000e+002
  1.9500000000000000e+003  6.0000000000000000e+002
  2.0000000000000000e+003  6.0000000000000000e+002
  0.0000000000000000e+000  6.5000000000000000e+002
  5.0000000000000000e+001  6.5000000000000000e+002
  1.0000000000000000e+002  6.5000000000000000e+002
  1.5000000000000000e+002  6.5000000000000000e+002
  2.0000000000000000e+002  6.5000000000000000e+002
  2.5000000000000000e+002  6.5000000000000000e+002
  3.0000000000000000e+002  6.5000000000000000e+002
  3.5000000000000000e+002  6.5000000000000000e+002
  4.0000000000000000e+002  6.5000000000000000e+002
  4.5000000000000000e+002  6.5000000000000000e+002
  5.0000000000000000e+002  6.5000000000000000e+002
  5.5000000000000000e+002  6.5000000000000000e+002
  6.0000000000000000e+002  6.5000000000000000e+002
  6.5000000000000000e+002  6.5000000000000000e+002
  7.0000000000000000e+002  6.5000000000000000e+002
  7.5000000000000000e+002  6.5000000000000000e+002
  8.0000000000000000e+002  6.5000000000000000e+002
  8.5000000000000000e+002  6.5000000000000000e+002
  9.0000000000000000e+002  6.5000000000000000e+002
  9.5000000000000000e+002  6.5000000000000000e+002
  1.0000000000000000e+003  6.5000000000000000e+002
  1.0500000000000000e+003  6.5000000000000000e+002
  1.1000000000000000e+003  6.5000000000000000e+002
  1.1500000000000000e+003  6.5000000000000000e+002
  1.2000000000000000e+003  6.5000000000000000e+002
  1.2500000000000000e+003  6.5000000000000000e+002
